custom_form_id,custom_form_organizations,custom_form_class,custom_form_type_of_form,custom_form_name,custom_form_description,custom_form_header,custom_form_updated_at,custom_form_created_at,custom_form_custom_form,custom_form_workflows,custom_form_active,question_id,question_label,question_text,question_field_type,question_formik_key,question_value,question_active,question_number_questions_to_repeat,question_side_label,question_validation,answer_id,answer_label,answer_value,answer_text,answer_text_key,answer_text_question
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,zb30m0i5,Las gentes le brindan menos respeto en comparación con otras personas.,,select,treatLessRespect,,,,,,3lsli5qq,1: Menos de una vez al año,1,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,zb30m0i5,Las gentes le brindan menos respeto en comparación con otras personas.,,select,treatLessRespect,,,,,,ly3izx03,0: Nunca,0,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,ad4jmdvl,"En las tiendas, almacenes, mercado, bodegas, o en la calle, le tratan con peor servicio que los demás.",,select,receivePoorerService,,,,,,yj8qqxri,5: Casi todos los días ,5,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,ad4jmdvl,"En las tiendas, almacenes, mercado, bodegas, o en la calle, le tratan con peor servicio que los demás.",,select,receivePoorerService,,,,,,191w21yc,4: Al menos una vez por semana ,4,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,ad4jmdvl,"En las tiendas, almacenes, mercado, bodegas, o en la calle, le tratan con peor servicio que los demás.",,select,receivePoorerService,,,,,,380866d0,3: Algunas veces al mes,3,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,ad4jmdvl,"En las tiendas, almacenes, mercado, bodegas, o en la calle, le tratan con peor servicio que los demás.",,select,receivePoorerService,,,,,,ikwvbz16,2: Algunas veces al año,2,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,ad4jmdvl,"En las tiendas, almacenes, mercado, bodegas, o en la calle, le tratan con peor servicio que los demás.",,select,receivePoorerService,,,,,,1bw9zlnp,1: Menos de una vez al año,1,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,ad4jmdvl,"En las tiendas, almacenes, mercado, bodegas, o en la calle, le tratan con peor servicio que los demás.",,select,receivePoorerService,,,,,,1kz6a47r,0: Nunca,0,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,sqnmoxre,La gente se comporta como si usted no fuera una persona inteligente.,,select,notSmart,,,,,,2aaifh9r,5: Casi todos los días ,5,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,sqnmoxre,La gente se comporta como si usted no fuera una persona inteligente.,,select,notSmart,,,,,,358xia3h,4: Al menos una vez por semana ,4,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,sqnmoxre,La gente se comporta como si usted no fuera una persona inteligente.,,select,notSmart,,,,,,lxqiviu1,3: Algunas veces al mes,3,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,sqnmoxre,La gente se comporta como si usted no fuera una persona inteligente.,,select,notSmart,,,,,,otsujzln,2: Algunas veces al año,2,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,sqnmoxre,La gente se comporta como si usted no fuera una persona inteligente.,,select,notSmart,,,,,,1dcodvpp,1: Menos de una vez al año,1,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,sqnmoxre,La gente se comporta como si usted no fuera una persona inteligente.,,select,notSmart,,,,,,2bh4rixi,0: Nunca,0,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,bgg7y2lt,La gente se comporta con miedo hacia usted.,,select,afraidOfYou,,,,,,1l9ihj71,5: Casi todos los días ,5,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,bgg7y2lt,La gente se comporta con miedo hacia usted.,,select,afraidOfYou,,,,,,ig4lktvq,4: Al menos una vez por semana ,4,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,bgg7y2lt,La gente se comporta con miedo hacia usted.,,select,afraidOfYou,,,,,,3olm2jjc,3: Algunas veces al mes,3,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,bgg7y2lt,La gente se comporta con miedo hacia usted.,,select,afraidOfYou,,,,,,1y1f3bx0,2: Algunas veces al año,2,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,bgg7y2lt,La gente se comporta con miedo hacia usted.,,select,afraidOfYou,,,,,,2ccowtv0,1: Menos de una vez al año,1,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,bgg7y2lt,La gente se comporta con miedo hacia usted.,,select,afraidOfYou,,,,,,x6s29rjq,0: Nunca,0,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,3til364m,La gente se comporta como si usted fuera deshonesto/a y no le tienen confianza.,,select,dishonestNoTrust,,,,,,bntir95o,5: Casi todos los días ,5,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,3til364m,La gente se comporta como si usted fuera deshonesto/a y no le tienen confianza.,,select,dishonestNoTrust,,,,,,122d3115,4: Al menos una vez por semana ,4,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,3til364m,La gente se comporta como si usted fuera deshonesto/a y no le tienen confianza.,,select,dishonestNoTrust,,,,,,2po43e7w,3: Algunas veces al mes,3,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,3til364m,La gente se comporta como si usted fuera deshonesto/a y no le tienen confianza.,,select,dishonestNoTrust,,,,,,2f99tm52,2: Algunas veces al año,2,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,3til364m,La gente se comporta como si usted fuera deshonesto/a y no le tienen confianza.,,select,dishonestNoTrust,,,,,,18vyee3z,1: Menos de una vez al año,1,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,3til364m,La gente se comporta como si usted fuera deshonesto/a y no le tienen confianza.,,select,dishonestNoTrust,,,,,,2yhvbcip,0: Nunca,0,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,2d8ygttb,La gente se comporta como si fueran mejor que usted.,,select,betterThanYou,,,,,,2jnyotaw,5: Casi todos los días ,5,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,2d8ygttb,La gente se comporta como si fueran mejor que usted.,,select,betterThanYou,,,,,,3eie5roi,4: Al menos una vez por semana ,4,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,2d8ygttb,La gente se comporta como si fueran mejor que usted.,,select,betterThanYou,,,,,,2wi9dcjl,3: Algunas veces al mes,3,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,2d8ygttb,La gente se comporta como si fueran mejor que usted.,,select,betterThanYou,,,,,,2oak6zx9,2: Algunas veces al año,2,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,2d8ygttb,La gente se comporta como si fueran mejor que usted.,,select,betterThanYou,,,,,,56mazy0n,1: Menos de una vez al año,1,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,2d8ygttb,La gente se comporta como si fueran mejor que usted.,,select,betterThanYou,,,,,,1eg50lar,0: Nunca,0,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,2cyj25tn,La gente se burla de usted.,,select,callNames,,,,,,2jus2hwf,5: Casi todos los días ,5,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,2cyj25tn,La gente se burla de usted.,,select,callNames,,,,,,3g0azt2j,4: Al menos una vez por semana ,4,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,2cyj25tn,La gente se burla de usted.,,select,callNames,,,,,,3vloij0l,3: Algunas veces al mes,3,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,2cyj25tn,La gente se burla de usted.,,select,callNames,,,,,,2icvyxn5,2: Algunas veces al año,2,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,2cyj25tn,La gente se burla de usted.,,select,callNames,,,,,,3eu8frc2,1: Menos de una vez al año,1,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,2cyj25tn,La gente se burla de usted.,,select,callNames,,,,,,1p6dp3i9,0: Nunca,0,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,3lf277j1,Se siente amenazado/a por otras personas.,,select,threatened,,,,,,3gbbizq4,5: Casi todos los días ,5,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,3lf277j1,Se siente amenazado/a por otras personas.,,select,threatened,,,,,,gv8a5ghx,4: Al menos una vez por semana ,4,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,3lf277j1,Se siente amenazado/a por otras personas.,,select,threatened,,,,,,3mhriek1,3: Algunas veces al mes,3,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,3lf277j1,Se siente amenazado/a por otras personas.,,select,threatened,,,,,,udjw8xqx,2: Algunas veces al año,2,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,3lf277j1,Se siente amenazado/a por otras personas.,,select,threatened,,,,,,t4kc6a6y,1: Menos de una vez al año,1,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,3lf277j1,Se siente amenazado/a por otras personas.,,select,threatened,,,,,,itbeleat,0: Nunca,0,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,1yx9i14n,Pobreza o problemas económicos,,select,povertyFinancialProblems,,,,,,1lai115w,No sabe,0,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,1yx9i14n,Pobreza o problemas económicos,,select,povertyFinancialProblems,,,,,,3jsw6o9v,"No, nunca",1,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,1yx9i14n,Pobreza o problemas económicos,,select,povertyFinancialProblems,,,,,,3vqnw3kp,"Si, poco",2,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,1yx9i14n,Pobreza o problemas económicos,,select,povertyFinancialProblems,,,,,,1dcjmaxm,"Si, algo",3,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,1yx9i14n,Pobreza o problemas económicos,,select,povertyFinancialProblems,,,,,,3qkv75cy,"Si, mucho",4,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,28nzfnpr,Problemas de salud,,select,healthProblems,,,,,,1xqu3x2j,No sabe,0,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,28nzfnpr,Problemas de salud,,select,healthProblems,,,,,,1h93b92q,"No, nunca",1,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,28nzfnpr,Problemas de salud,,select,healthProblems,,,,,,3d0luz8j,"Si, poco",2,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,28nzfnpr,Problemas de salud,,select,healthProblems,,,,,,rgvcitua,"Si, algo",3,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,28nzfnpr,Problemas de salud,,select,healthProblems,,,,,,30p0ia9d,"Si, mucho",4,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,2ets7tbq,Falta de educación,,select,lackEducation,,,,,,dy3jvjv7,No sabe,0,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,2ets7tbq,Falta de educación,,select,lackEducation,,,,,,3u15343q,"No, nunca",1,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,2ets7tbq,Falta de educación,,select,lackEducation,,,,,,3uigcgix,"Si, poco",2,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,2ets7tbq,Falta de educación,,select,lackEducation,,,,,,2td0s8cb,"Si, algo",3,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,2ets7tbq,Falta de educación,,select,lackEducation,,,,,,3covyihv,"Si, mucho",4,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,16x3k92b,Problemas de idioma (dificultad con hablar español),,select,languageProblems,,,,,,33paw6rg,No sabe,0,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,16x3k92b,Problemas de idioma (dificultad con hablar español),,select,languageProblems,,,,,,1wxuvafm,"No, nunca",1,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,16x3k92b,Problemas de idioma (dificultad con hablar español),,select,languageProblems,,,,,,13qwfb3z,"Si, poco",2,,,
GZHr67G0S1,['One World Surgery'],Discrimination Form,['Custom'],Discrimination Form (Spanish),Discrimination Form for OWS,Sección 1: Haga todas las siguientes preguntas en esta sección.,2021-07-27 01:04:29.070,2020-11-11 14:15:40.266,True,,,16x3k92b,Problemas de idioma (dificultad con hablar español),,select,languageProblems,,,,,,2stzutad,"Si, algo",3,,,
